unidade;setor;ano;mes;exames_img;exame_img_por_paciente;exames_lab;exame_lab_por_paciente
HRJP;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA ALA B;2024;11;0;;2;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2024;11;7;2,3333333333333335;60;20,0
HRJP;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA ALA C;2024;11;5;;50;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA C;2024;11;1;0,25;41;10,25
HRJP;UNIDADE INTERNAÇÃO - PSIQUIATRIA ALA A;2024;11;7;7,0;54;54,0
HRJP;UNIDADE INTERNAÇÃO - PSIQUIATRIA ALA C;2024;11;0;;13;
HRJP;UTI -  PEDIATRICO;2024;11;8;;94;
HRJP;UTI - ADULTO;2024;11;509;19,576923076923077;3916;150,6153846153846
HRJP;UTI - NEONATAL;2024;11;16;;83;
HRJP;UTI - NEONATAL I;2024;11;49;6,125;402;50,25
HRJP;UTI - PEDIÁTRICO;2024;11;58;6,444444444444445;708;78,66666666666667
HRJP;ALOJAMENTO CONJUNTO /UNIDADE DE INTERNAÇÃO;2024;12;85;0,7083333333333334;690;5,75
HRJP;AMBULATÓRIO ESPECIALIDADES MEDICAS;2024;12;1;;0;
HRJP;CASA DA GESTANTE BEBÊ E PUÉRPERA;2024;12;3;;15;
HRJP;ULTRASSONOGRAFIA;2024;12;1;;0;
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2024;12;15;1,1538461538461537;237;18,23076923076923
HRJP;UNIDADE DE URGÊNCIA - MATERNIDADE;2024;12;23;;91;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2024;12;26;1,625;176;11,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2024;12;36;36,0;362;362,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2024;12;7;0,5;91;6,5
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2024;12;34;0,918918918918919;355;9,594594594594595
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2024;12;19;2,375;330;41,25
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2024;12;43;1,72;270;10,8
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PEDIÁTRICA;2024;12;57;1,7272727272727273;955;28,939393939393938
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2024;12;10;2,0;141;28,2
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA C;2024;12;6;3,0;42;21,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2024;12;6;1,0;129;21,5
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA C;2024;12;23;2,090909090909091;287;26,09090909090909
HRJP;UTI - ADULTO;2024;12;552;14,526315789473685;4641;122,13157894736842
HRJP;UTI - NEONATAL I;2024;12;69;4,3125;365;22,8125
HRJP;UTI - PEDIÁTRICO;2024;12;54;6,0;557;61,888888888888886
HRJP;ALOJAMENTO CONJUNTO /UNIDADE DE INTERNAÇÃO;2025;1;73;0,477124183006536;663;4,333333333333333
HRJP;AMBULATÓRIO ESPECIALIDADES MEDICAS;2025;1;1;;0;
HRJP;HRJP - LOCAL NASCIMENTO - RN;2025;1;0;;4;
HRJP;ULTRASSONOGRAFIA;2025;1;1;;0;
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2025;1;23;2,875;212;26,5
HRJP;UNIDADE DE URGÊNCIA - MATERNIDADE;2025;1;34;;107;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2025;1;12;0,8;99;6,6
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;1;16;8,0;134;67,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2025;1;25;1,6666666666666667;199;13,266666666666667
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;1;88;1,7959183673469388;808;16,489795918367346
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;1;11;0,5789473684210527;178;9,368421052631579
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2025;1;36;3,0;228;19,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PEDIÁTRICA;2025;1;47;1,119047619047619;799;19,023809523809526
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2025;1;3;0,5;70;11,666666666666666
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA C;2025;1;6;1,5;90;22,5
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2025;1;20;2,857142857142857;108;15,428571428571429
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA C;2025;1;16;2,2857142857142856;177;25,285714285714285
HRJP;UTI - ADULTO;2025;1;300;75,0;2524;631,0
HRJP;UTI - NEONATAL I;2025;1;70;6,363636363636363;512;46,54545454545455
HRJP;UTI - PEDIÁTRICO;2025;1;72;6,0;529;44,083333333333336
HRJP;ALOJAMENTO CONJUNTO /UNIDADE DE INTERNAÇÃO;2025;2;83;0,6287878787878788;902;6,833333333333333
HRJP;AMBULATÓRIO ESPECIALIDADES MEDICAS;2025;2;2;;0;
HRJP;HRJP - LOCAL NASCIMENTO - RN;2025;2;0;;4;
HRJP;ULTRASSONOGRAFIA;2025;2;1;;0;
HRJP;UNIDADE DE DECISÃO CLÍNICA;2025;2;1;;4;
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2025;2;21;1,9090909090909092;215;19,545454545454547
HRJP;UNIDADE DE URGÊNCIA - MATERNIDADE;2025;2;31;;122;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2025;2;25;1,25;282;14,1
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;2;40;6,666666666666667;247;41,166666666666664
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2025;2;28;1,4;270;13,5
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;2;60;1,5789473684210527;753;19,81578947368421
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;2;43;1,5925925925925926;495;18,333333333333332
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2025;2;40;1,8181818181818181;408;18,545454545454547
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PEDIÁTRICA;2025;2;43;1,048780487804878;701;17,097560975609756
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2025;2;13;1,3;197;19,7
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA C;2025;2;1;1,0;27;27,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2025;2;19;1,9;225;22,5
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA C;2025;2;15;2,5;174;29,0
HRJP;UTI - ADULTO;2025;2;221;24,555555555555557;1842;204,66666666666666
HRJP;UTI - NEONATAL I;2025;2;130;13,0;624;62,4
HRJP;UTI - PEDIÁTRICO;2025;2;50;4,166666666666667;908;75,66666666666667
HRJP;ALOJAMENTO CONJUNTO /UNIDADE DE INTERNAÇÃO;2025;3;97;0,5078534031413613;1116;5,842931937172775
HRJP;AMBULATÓRIO ESPECIALIDADES MEDICAS;2025;3;1;;2;
HRJP;CASA DA GESTANTE BEBÊ E PUÉRPERA;2025;3;2;;2;
HRJP;HRJP - LOCAL NASCIMENTO - RN;2025;3;0;;6;
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2025;3;18;1,2857142857142858;357;25,5
HRJP;UNIDADE DE URGÊNCIA - MATERNIDADE;2025;3;31;;122;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2025;3;25;1,5625;384;24,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;3;8;2,0;109;27,25
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2025;3;35;1,5909090909090908;355;16,136363636363637
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;3;72;1,2857142857142858;710;12,678571428571429
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;3;25;0,8928571428571429;522;18,642857142857142
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2025;3;32;1,4545454545454546;406;18,454545454545453
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PEDIÁTRICA;2025;3;37;0,9736842105263158;724;19,05263157894737
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2025;3;4;1,0;54;13,5
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA C;2025;3;9;4,5;30;15,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2025;3;8;2,0;115;28,75
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA C;2025;3;23;2,3;442;44,2
HRJP;UTI - ADULTO;2025;3;336;10,5;2929;91,53125
HRJP;UTI - NEONATAL I;2025;3;143;11,916666666666666;885;73,75
HRJP;UTI - PEDIÁTRICO;2025;3;119;9,916666666666666;1508;125,66666666666667
HRJP;ALOJAMENTO CONJUNTO /UNIDADE DE INTERNAÇÃO;2025;4;123;0,7592592592592593;1074;6,62962962962963
HRJP;AMBULATÓRIO ESPECIALIDADES MEDICAS;2025;4;2;;13;
HRJP;CASA DA GESTANTE BEBÊ E PUÉRPERA;2025;4;8;;1;
HRJP;HRJP - LOCAL NASCIMENTO - RN;2025;4;0;;4;
HRJP;ULTRASSONOGRAFIA;2025;4;3;;0;
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2025;4;34;2,0;433;25,470588235294116
HRJP;UNIDADE DE URGÊNCIA - MATERNIDADE;2025;4;40;;108;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2025;4;14;1,0;178;12,714285714285714
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;4;8;0,7272727272727273;168;15,272727272727273
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2025;4;42;1,75;423;17,625
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;4;84;1,5849056603773586;1029;19,41509433962264
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;4;44;1,5714285714285714;620;22,142857142857142
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2025;4;37;1,4230769230769231;379;14,576923076923077
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PEDIÁTRICA;2025;4;79;1,6458333333333333;992;20,666666666666668
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2025;4;14;1,0769230769230769;174;13,384615384615385
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA C;2025;4;0;0,0;40;20,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2025;4;9;4,5;126;63,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA C;2025;4;12;3,0;166;41,5
HRJP;UTI - ADULTO;2025;4;280;16,470588235294116;2734;160,8235294117647
HRJP;UTI - NEONATAL I;2025;4;122;8,133333333333333;562;37,46666666666667
HRJP;UTI - NEONATAL II;2025;4;81;7,363636363636363;483;43,90909090909091
HRJP;UTI - PEDIÁTRICO;2025;4;127;7,055555555555555;1342;74,55555555555556
HRJP;ALOJAMENTO CONJUNTO /UNIDADE DE INTERNAÇÃO;2025;5;108;0,6033519553072626;1113;6,217877094972067
HRJP;AMBULATÓRIO ESPECIALIDADES MEDICAS;2025;5;7;;6;
HRJP;CASA DA GESTANTE BEBÊ E PUÉRPERA;2025;5;2;;30;
HRJP;HRJP - LOCAL NASCIMENTO - RN;2025;5;0;;4;
HRJP;ULTRASSONOGRAFIA;2025;5;2;;0;
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2025;5;41;2,5625;395;24,6875
HRJP;UNIDADE DE URGÊNCIA - MATERNIDADE;2025;5;45;;134;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2025;5;26;1,3;231;11,55
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;5;13;1,0833333333333333;182;15,166666666666666
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2025;5;28;2,5454545454545454;143;13,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;5;95;1,532258064516129;1089;17,56451612903226
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;5;40;1,25;735;22,96875
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2025;5;55;2,2;570;22,8
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PEDIÁTRICA;2025;5;70;1,1864406779661016;1197;20,28813559322034
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2025;5;14;1,4;156;15,6
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA C;2025;5;1;0,5;28;14,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2025;5;6;1,5;153;38,25
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA C;2025;5;10;0,8333333333333334;168;14,0
HRJP;UTI - ADULTO;2025;5;312;17,333333333333332;2706;150,33333333333334
HRJP;UTI - NEONATAL I;2025;5;97;8,818181818181818;537;48,81818181818182
HRJP;UTI - NEONATAL II;2025;5;107;7,133333333333334;630;42,0
HRJP;UTI - PEDIÁTRICO;2025;5;215;8,958333333333334;1970;82,08333333333333
HRJP;ALOJAMENTO CONJUNTO /UNIDADE DE INTERNAÇÃO;2025;6;97;0,6139240506329114;908;5,746835443037975
HRJP;AMBULATÓRIO ESPECIALIDADES MEDICAS;2025;6;1;;0;
HRJP;ULTRASSONOGRAFIA;2025;6;1;;0;
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2025;6;33;2,5384615384615383;236;18,153846153846153
HRJP;UNIDADE DE URGÊNCIA - MATERNIDADE;2025;6;42;;113;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2025;6;28;2,3333333333333335;363;30,25
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;6;31;2,3846153846153846;143;11,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2025;6;34;1,0625;390;12,1875
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;6;72;1,2857142857142858;909;16,232142857142858
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;6;56;2,24;822;32,88
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2025;6;37;1,9473684210526316;380;20,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PEDIÁTRICA;2025;6;81;2,189189189189189;1513;40,891891891891895
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2025;6;1;0,125;46;5,75
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA C;2025;6;2;1,0;40;20,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2025;6;5;2,5;81;40,5
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA C;2025;6;4;1,0;144;36,0
HRJP;UTI - ADULTO;2025;6;297;14,85;2692;134,6
HRJP;UTI - NEONATAL I;2025;6;115;12,777777777777779;606;67,33333333333333
HRJP;UTI - NEONATAL II;2025;6;53;4,076923076923077;318;24,46153846153846
HRJP;UTI - PEDIÁTRICO;2025;6;213;8,875;1936;80,66666666666667
HRJP;ALOJAMENTO CONJUNTO /UNIDADE DE INTERNAÇÃO;2025;7;96;0,5925925925925926;934;5,765432098765432
HRJP;AMBULATÓRIO ESPECIALIDADES MEDICAS;2025;7;4;;15;
HRJP;CASA DA GESTANTE BEBÊ E PUÉRPERA;2025;7;6;;22;
HRJP;HRJP - LOCAL NASCIMENTO - RN;2025;7;0;;2;
HRJP;ULTRASSONOGRAFIA;2025;7;8;;0;
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2025;7;23;1,5333333333333334;259;17,266666666666666
HRJP;UNIDADE DE URGÊNCIA - MATERNIDADE;2025;7;25;;139;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2025;7;49;4,454545454545454;468;42,54545454545455
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;7;29;29,0;239;239,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2025;7;14;0,56;156;6,24
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;7;90;1,5789473684210527;819;14,368421052631579
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;7;26;2,1666666666666665;444;37,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2025;7;35;1,75;412;20,6
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PEDIÁTRICA;2025;7;65;1,6666666666666667;1124;28,82051282051282
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2025;7;4;1,3333333333333333;61;20,333333333333332
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA C;2025;7;5;1,25;85;21,25
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2025;7;6;1,5;107;26,75
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA C;2025;7;9;3,0;312;104,0
HRJP;UTI - ADULTO;2025;7;257;17,133333333333333;2599;173,26666666666668
HRJP;UTI - NEONATAL I;2025;7;93;8,454545454545455;694;63,09090909090909
HRJP;UTI - NEONATAL II;2025;7;74;8,222222222222221;448;49,77777777777778
HRJP;UTI - PEDIÁTRICO;2025;7;96;6,4;1376;91,73333333333333
HRJP;ALOJAMENTO CONJUNTO /UNIDADE DE INTERNAÇÃO;2025;8;140;0,7954545454545454;1073;6,096590909090909
HRJP;AMBULATÓRIO ESPECIALIDADES MEDICAS;2025;8;3;;8;
HRJP;CASA DA GESTANTE BEBÊ E PUÉRPERA;2025;8;1;;22;
HRJP;HRJP - LOCAL NASCIMENTO - RN;2025;8;0;;6;
HRJP;LABORATÓRIO ANÁLISES CLÍNICAS;2025;8;0;;3;
HRJP;ULTRASSONOGRAFIA;2025;8;2;;0;
HRJP;UNIDADE DE DECISÃO CLÍNICA;2025;8;0;;2;
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2025;8;26;1,8571428571428572;412;29,428571428571427
HRJP;UNIDADE DE URGÊNCIA - MATERNIDADE;2025;8;29;;191;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2025;8;30;1,1111111111111112;304;11,25925925925926
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;8;9;3,0;65;21,666666666666668
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2025;8;35;1,1290322580645162;200;6,451612903225806
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;8;96;1,9591836734693877;989;20,183673469387756
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;8;30;1,6666666666666667;293;16,27777777777778
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2025;8;42;1,4482758620689655;350;12,068965517241379
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PEDIÁTRICA;2025;8;68;1,4782608695652173;961;20,891304347826086
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2025;8;3;1,5;42;21,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA C;2025;8;0;0,0;19;19,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2025;8;9;4,5;135;67,5
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA C;2025;8;16;2,0;300;37,5
HRJP;UTI - ADULTO;2025;8;347;21,6875;3154;197,125
HRJP;UTI - NEONATAL I;2025;8;216;18,0;1078;89,83333333333333
HRJP;UTI - NEONATAL II;2025;8;75;6,818181818181818;372;33,81818181818182
HRJP;UTI - PEDIÁTRICO;2025;8;137;15,222222222222221;1069;118,77777777777777
HRJP;ALOJAMENTO CONJUNTO /UNIDADE DE INTERNAÇÃO;2025;9;108;0,7012987012987013;857;5,564935064935065
HRJP;AMBULATÓRIO ESPECIALIDADES MEDICAS;2025;9;0;;1;
HRJP;CASA DA GESTANTE BEBÊ E PUÉRPERA;2025;9;0;;5;
HRJP;HRJP - LOCAL NASCIMENTO - RN;2025;9;0;;4;
HRJP;ULTRASSONOGRAFIA;2025;9;3;;0;
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2025;9;30;1,5789473684210527;505;26,57894736842105
HRJP;UNIDADE DE URGÊNCIA - MATERNIDADE;2025;9;25;;165;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2025;9;36;2,0;322;17,88888888888889
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;9;18;2,0;141;15,666666666666666
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2025;9;30;1,1111111111111112;310;11,481481481481481
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;9;135;3,0;1393;30,955555555555556
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;9;38;1,0;430;11,31578947368421
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2025;9;87;3,9545454545454546;830;37,72727272727273
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PEDIÁTRICA;2025;9;76;1,9;886;22,15
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2025;9;7;1,1666666666666667;87;14,5
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA C;2025;9;0;0,0;27;9,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2025;9;9;1,8;123;24,6
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA C;2025;9;35;7,0;304;60,8
HRJP;UTI - ADULTO;2025;9;310;14,761904761904763;2733;130,14285714285714
HRJP;UTI - NEONATAL I;2025;9;110;22,0;853;170,6
HRJP;UTI - NEONATAL II;2025;9;90;12,857142857142858;430;61,42857142857143
HRJP;UTI - PEDIÁTRICO;2025;9;103;6,866666666666666;1218;81,2
HRJP;ALOJAMENTO CONJUNTO /UNIDADE DE INTERNAÇÃO;2025;10;139;0,7722222222222223;1169;6,4944444444444445
HRJP;HRJP - LOCAL NASCIMENTO - RN;2025;10;0;;4;
HRJP;ULTRASSONOGRAFIA;2025;10;4;;0;
HRJP;UNIDADE DE DECISÃO CLÍNICA;2025;10;0;;7;
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2025;10;23;2,090909090909091;373;33,90909090909091
HRJP;UNIDADE DE URGÊNCIA - MATERNIDADE;2025;10;27;;137;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2025;10;29;1,9333333333333333;240;16,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;10;25;3,125;208;26,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2025;10;22;0,7586206896551724;275;9,482758620689655
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;10;66;1,5714285714285714;784;18,666666666666668
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;10;82;2,2777777777777777;800;22,22222222222222
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2025;10;58;2,32;442;17,68
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PEDIÁTRICA;2025;10;100;2,3255813953488373;868;20,186046511627907
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2025;10;2;0,3333333333333333;87;14,5
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA C;2025;10;0;0,0;46;9,2
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA B;2025;10;25;3,5714285714285716;253;36,142857142857146
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA TISIOLÓGICA ALA C;2025;10;19;3,8;226;45,2
HRJP;UTI - ADULTO;2025;10;370;11,5625;3397;106,15625
HRJP;UTI - NEONATAL I;2025;10;67;7,444444444444445;494;54,888888888888886
HRJP;UTI - NEONATAL II;2025;10;68;22,666666666666668;598;199,33333333333334
HRJP;UTI - PEDIÁTRICO;2025;10;158;11,285714285714286;1415;101,07142857142857
HRJP;ALOJAMENTO CONJUNTO /UNIDADE DE INTERNAÇÃO;2025;11;121;0,7289156626506024;1061;6,391566265060241
HRJP;HRJP - LOCAL NASCIMENTO - RN;2025;11;0;;6;
HRJP;ULTRASSONOGRAFIA;2025;11;1;;0;
HRJP;UNIDADE DE DECISÃO CLÍNICA;2025;11;1;;0;
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2025;11;22;1,0476190476190477;192;9,142857142857142
HRJP;UNIDADE DE URGÊNCIA - MATERNIDADE;2025;11;12;;110;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2025;11;42;3,0;306;21,857142857142858
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2025;11;14;4,666666666666667;42;14,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2025;11;29;3,2222222222222223;348;38,666666666666664
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2025;11;117;1,7727272727272727;1519;23,015151515151516
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2025;11;9;0,75;56;4,666666666666667
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2025;11;44;2,3157894736842106;499;26,263157894736842
